"","account_id","client_id","district_id.x","client_age","gender","name","region","no..of.inhabitants","no..of.municipalities.with.inhabitants...499","no..of.municipalities.with.inhabitants.500.1999","no..of.municipalities.with.inhabitants.2000.9999","no..of.municipalities.with.inhabitants..10000","no..of.cities","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","disp_id","type","district_id.y","frequency","account_age"
"169",149,179,43,36,"M","Hradec Kralove","east Bohemia",161854,73,21,6,1,6,76.3,9425,17,2.5,125,52,3891,179,"OWNER",43,"monthly issuance",19
"170",150,180,73,34,"M","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,180,"OWNER",73,"monthly issuance",21
"171",151,181,76,49,"M","Sumperk","north Moravia",127369,31,32,13,2,7,51.2,8369,58,5.88,107,48,2807,181,"OWNER",76,"monthly issuance",23
"172",151,182,76,57,"F","Sumperk","north Moravia",127369,31,32,13,2,7,51.2,8369,58,5.88,107,48,2807,182,"DISPONENT",76,"monthly issuance",23
"173",152,183,1,38,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,183,"OWNER",1,"monthly issuance",20
"174",152,184,1,44,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,184,"DISPONENT",1,"monthly issuance",20
"175",153,185,77,62,"M","Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,53,5.56,113,43,3590,185,"OWNER",77,"monthly issuance",23
"176",154,186,46,55,"F","Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,19,2.31,117,37,2618,186,"OWNER",46,"monthly issuance",22
"177",155,187,58,74,"M","Jihlava","south Moravia",109164,98,16,6,1,4,63.6,8757,43,3.95,96,27,2471,187,"OWNER",58,"monthly issuance",21
"178",156,188,64,56,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,188,"OWNER",64,"monthly issuance",19
"179",157,189,11,97,"M","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,189,"OWNER",11,"monthly issuance",19
"180",158,190,37,69,"F","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,190,"OWNER",37,"monthly issuance",21
"181",158,191,37,62,"M","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,191,"DISPONENT",37,"monthly issuance",21
"182",159,192,70,45,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,192,"OWNER",70,"monthly issuance",19
"183",160,193,1,54,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,193,"OWNER",23,"monthly issuance",23
"184",161,194,28,92,"F","Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,15,2.01,112,8,1525,194,"OWNER",28,"monthly issuance",22
"185",162,195,74,97,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,195,"OWNER",60,"monthly issuance",23
"186",162,196,74,89,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,196,"DISPONENT",60,"monthly issuance",23
"187",163,197,30,83,"M","Sokolov","west Bohemia",94812,15,13,8,2,10,81.8,9650,43,3.67,100,39,2804,197,"OWNER",30,"monthly issuance",23
"188",164,198,60,40,"M","Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,45,4.48,115,20,2252,198,"OWNER",60,"monthly issuance",20
"189",165,199,29,93,"M","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,199,"OWNER",25,"monthly issuance",23
"190",165,200,29,88,"F","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,200,"DISPONENT",25,"monthly issuance",23
"191",166,201,17,86,"F","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,201,"OWNER",17,"monthly issuance",20
"192",167,202,29,40,"F","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,202,"OWNER",29,"weekly issuance",20
"193",168,203,31,54,"M","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,203,"OWNER",31,"monthly issuance",23
"194",168,204,31,49,"F","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,204,"DISPONENT",31,"monthly issuance",23
"195",169,205,4,74,"F","Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,56,5.05,109,63,5892,205,"OWNER",4,"monthly issuance",21
"196",170,206,59,53,"F","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,206,"OWNER",59,"monthly issuance",20
"197",171,207,46,84,"M","Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,19,2.31,117,37,2618,207,"OWNER",46,"monthly issuance",20
"198",172,208,13,76,"F","Rakovnik","central Bohemia",53921,61,22,1,1,2,41.3,8598,33,3.26,123,9,1875,208,"OWNER",13,"monthly issuance",23
"199",172,209,13,81,"M","Rakovnik","central Bohemia",53921,61,22,1,1,2,41.3,8598,33,3.26,123,9,1875,209,"DISPONENT",13,"monthly issuance",23
"200",173,210,66,77,"M","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,210,"OWNER",66,"monthly issuance",23
"201",173,211,66,71,"F","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,211,"DISPONENT",66,"monthly issuance",23
"202",174,212,52,41,"M","Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,29,3.49,108,30,2799,212,"OWNER",52,"monthly issuance",20
"203",176,215,71,49,"M","Novy Jicin","north Moravia",161227,5,35,11,4,10,69.7,8678,66,5.57,102,60,4595,215,"OWNER",71,"weekly issuance",20
"204",177,216,1,56,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,216,"OWNER",1,"monthly issuance",19
"205",178,217,59,42,"F","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,217,"OWNER",59,"monthly issuance",19
"206",179,218,1,36,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,218,"OWNER",1,"weekly issuance",19
"207",180,219,60,52,"F","Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,45,4.48,115,20,2252,219,"OWNER",55,"weekly issuance",23
"208",181,221,21,39,"F","Tabor","south Bohemia",103347,87,16,7,1,7,67,9104,13,2.07,123,29,2354,221,"OWNER",21,"monthly issuance",20
"209",182,222,47,44,"F","Pardubice","east Bohemia",162580,83,26,5,1,6,72.8,9538,13,1.81,111,68,5410,222,"OWNER",47,"monthly issuance",20
"210",183,223,43,64,"F","Hradec Kralove","east Bohemia",161854,73,21,6,1,6,76.3,9425,17,2.5,125,52,3891,223,"OWNER",43,"monthly issuance",23
"211",184,224,77,61,"M","Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,53,5.56,113,43,3590,224,"OWNER",77,"monthly issuance",20
"212",185,225,32,80,"M","Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,35,3.22,118,55,4505,225,"OWNER",32,"monthly issuance",19
"213",186,226,1,74,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,226,"OWNER",1,"weekly issuance",23
"214",187,227,52,90,"F","Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,29,3.49,108,30,2799,227,"OWNER",5,"monthly issuance",23
"215",188,228,48,60,"F","Rychnov nad Kneznou","east Bohemia",78955,50,24,8,1,9,59,9060,18,2.44,124,10,1717,228,"OWNER",54,"monthly issuance",23
"216",189,229,76,47,"M","Sumperk","north Moravia",127369,31,32,13,2,7,51.2,8369,58,5.88,107,48,2807,229,"OWNER",76,"monthly issuance",19
"217",190,230,74,49,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,230,"OWNER",74,"monthly issuance",21
"218",191,231,41,75,"M","Usti nad Labem","north Bohemia",118650,8,8,5,1,3,85.6,9832,41,4.48,114,69,5471,231,"OWNER",41,"monthly issuance",19
"219",192,232,55,95,"F","Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,20,2.43,111,46,3894,232,"OWNER",55,"monthly issuance",23
"220",193,233,69,58,"F","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,233,"OWNER",69,"monthly issuance",20
"221",193,234,69,61,"M","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,234,"DISPONENT",69,"monthly issuance",20
"222",194,235,44,73,"F","Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,34,3.76,97,26,2325,235,"OWNER",44,"monthly issuance",20
"223",195,236,70,55,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,236,"OWNER",70,"monthly issuance",19
"224",195,237,70,47,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,237,"DISPONENT",70,"monthly issuance",19
"225",196,238,6,55,"F","Kutna Hora","central Bohemia",77963,60,23,4,2,4,51.5,8546,38,4.02,126,33,3120,238,"OWNER",4,"monthly issuance",23
"226",197,239,1,42,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,239,"OWNER",1,"monthly issuance",23
"227",198,240,34,87,"F","Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,67,7.68,100,64,5190,240,"OWNER",70,"monthly issuance",23
"228",199,241,70,57,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,241,"OWNER",70,"monthly issuance",20
"229",200,242,17,55,"F","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,242,"OWNER",17,"monthly issuance",22
"230",201,243,63,62,"M","Vyskov","south Moravia",86513,38,36,5,1,5,50.5,8288,49,4.52,110,6,1460,243,"OWNER",63,"monthly issuance",22
"231",204,246,67,46,"F","Bruntal","north Moravia",106054,38,25,6,2,6,63.1,8110,65,6.55,109,41,3079,246,"OWNER",67,"monthly issuance",20
"232",205,247,1,59,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,247,"OWNER",1,"monthly issuance",19
"233",206,248,61,47,"F","Trebic","south Moravia",117897,139,28,5,1,6,53.8,8814,60,5.74,107,22,2059,248,"OWNER",61,"monthly issuance",21
"234",206,249,61,46,"M","Trebic","south Moravia",117897,139,28,5,1,6,53.8,8814,60,5.74,107,22,2059,249,"DISPONENT",61,"monthly issuance",21
"235",207,250,8,37,"F","Mlada Boleslav","central Bohemia",112065,95,19,7,1,8,69.4,11277,9,1.44,127,61,4987,250,"OWNER",2,"monthly issuance",23
"236",208,251,54,40,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,251,"OWNER",54,"monthly issuance",20
"237",209,252,37,47,"F","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,252,"OWNER",37,"monthly issuance",20
"238",210,253,48,69,"F","Rychnov nad Kneznou","east Bohemia",78955,50,24,8,1,9,59,9060,18,2.44,124,10,1717,253,"OWNER",48,"monthly issuance",20
"239",211,254,28,53,"M","Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,15,2.01,112,8,1525,254,"OWNER",28,"monthly issuance",19
"240",212,255,27,65,"F","Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,5,1.29,110,3,1127,255,"OWNER",27,"weekly issuance",23
"241",213,256,73,53,"F","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,256,"OWNER",73,"monthly issuance",21
"242",214,257,22,74,"F","Domazlice","west Bohemia",58400,65,16,4,1,6,52.4,8620,7,1.25,100,4,1117,257,"OWNER",22,"monthly issuance",19
"243",214,258,22,79,"M","Domazlice","west Bohemia",58400,65,16,4,1,6,52.4,8620,7,1.25,100,4,1117,258,"DISPONENT",22,"monthly issuance",19
"244",215,259,31,50,"M","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,259,"OWNER",31,"monthly issuance",19
"245",215,260,31,54,"F","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,260,"DISPONENT",31,"monthly issuance",19
"246",216,261,38,79,"F","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,261,"OWNER",38,"monthly issuance",22
"247",217,262,77,71,"M","Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,53,5.56,113,43,3590,262,"OWNER",77,"monthly issuance",21
"248",218,263,68,54,"M","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,263,"OWNER",68,"monthly issuance",20
"249",219,264,28,38,"M","Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,15,2.01,112,8,1525,264,"OWNER",28,"monthly issuance",21
"250",220,265,72,83,"F","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,265,"OWNER",72,"monthly issuance",23
"251",221,266,19,49,"F","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,266,"OWNER",19,"monthly issuance",20
"252",222,267,37,49,"M","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,267,"OWNER",37,"monthly issuance",23
"253",223,268,39,34,"F","Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,71,9.4,90,59,4743,268,"OWNER",39,"monthly issuance",21
"254",224,269,15,93,"F","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,269,"OWNER",15,"monthly issuance",20
"255",225,270,46,69,"M","Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,19,2.31,117,37,2618,270,"OWNER",1,"monthly issuance",23
"256",225,271,46,71,"F","Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,19,2.31,117,37,2618,271,"DISPONENT",1,"monthly issuance",23
"257",226,272,70,72,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,272,"OWNER",70,"monthly issuance",19
"258",227,273,27,44,"F","Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,5,1.29,110,3,1127,273,"OWNER",27,"monthly issuance",21
"259",228,274,17,46,"F","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,274,"OWNER",5,"monthly issuance",23
"260",229,275,1,98,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,275,"OWNER",1,"monthly issuance",19
"261",230,276,1,59,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,276,"OWNER",1,"monthly issuance",20
"262",230,277,1,55,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,277,"DISPONENT",1,"monthly issuance",20
"263",231,278,22,44,"F","Domazlice","west Bohemia",58400,65,16,4,1,6,52.4,8620,7,1.25,100,4,1117,278,"OWNER",22,"monthly issuance",21
"264",231,279,22,46,"M","Domazlice","west Bohemia",58400,65,16,4,1,6,52.4,8620,7,1.25,100,4,1117,279,"DISPONENT",22,"monthly issuance",21
"265",232,280,45,47,"F","Jicin","east Bohemia",77917,85,19,6,1,5,53.5,8390,24,2.89,132,21,2122,280,"OWNER",45,"monthly issuance",19
"266",234,282,73,78,"F","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,282,"OWNER",73,"monthly issuance",23
"267",234,283,73,83,"M","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,283,"DISPONENT",73,"monthly issuance",23
"268",235,284,10,42,"M","Praha - vychod","central Bohemia",92084,55,29,4,3,5,46.7,10124,4,0.54,141,50,4316,284,"OWNER",41,"monthly issuance",23
"269",236,285,72,62,"M","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,285,"OWNER",72,"monthly issuance",20
"270",236,286,72,64,"F","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,286,"DISPONENT",72,"monthly issuance",20
"271",237,287,50,36,"M","Svitavy","east Bohemia",102609,75,33,2,3,6,52,8187,61,5.45,94,23,2134,287,"OWNER",50,"monthly issuance",22
"272",238,288,6,54,"M","Kutna Hora","central Bohemia",77963,60,23,4,2,4,51.5,8546,38,4.02,126,33,3120,288,"OWNER",6,"monthly issuance",23
"273",239,289,54,58,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,289,"OWNER",69,"weekly issuance",23
"274",240,290,72,57,"M","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,290,"OWNER",72,"monthly issuance",19
"275",240,291,72,61,"F","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,291,"DISPONENT",72,"monthly issuance",19
"276",241,292,15,58,"F","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,292,"OWNER",15,"monthly issuance",20
"277",242,293,69,73,"M","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,293,"OWNER",69,"monthly issuance",20
"278",243,294,58,48,"M","Jihlava","south Moravia",109164,98,16,6,1,4,63.6,8757,43,3.95,96,27,2471,294,"OWNER",55,"weekly issuance",23
"279",244,295,12,77,"M","Pribram","central Bohemia",107870,84,29,6,1,6,58,8754,51,4.31,137,49,3868,295,"OWNER",24,"monthly issuance",23
"280",245,296,65,42,"M","Znojmo","south Moravia",114200,101,41,4,1,4,43.7,8403,63,5.72,105,24,2718,296,"OWNER",65,"monthly issuance",23
"281",246,297,65,92,"F","Znojmo","south Moravia",114200,101,41,4,1,4,43.7,8403,63,5.72,105,24,2718,297,"OWNER",65,"monthly issuance",19
"282",246,298,65,95,"M","Znojmo","south Moravia",114200,101,41,4,1,4,43.7,8403,63,5.72,105,24,2718,298,"DISPONENT",65,"monthly issuance",19
"283",248,300,1,59,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,300,"OWNER",1,"monthly issuance",21
"284",249,301,28,74,"M","Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,15,2.01,112,8,1525,301,"OWNER",28,"monthly issuance",20
"285",250,302,56,45,"M","Breclav","south Moravia",124605,11,42,14,1,8,46,8772,57,4.98,126,37,3158,302,"OWNER",56,"monthly issuance",19
"286",251,303,74,70,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,303,"OWNER",74,"monthly issuance",20
"287",252,304,19,82,"F","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,304,"OWNER",19,"monthly issuance",20
"288",253,305,46,78,"M","Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,19,2.31,117,37,2618,305,"OWNER",46,"monthly issuance",21
"289",255,308,68,40,"F","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,308,"OWNER",68,"monthly issuance",20
"290",256,309,37,47,"F","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,309,"OWNER",37,"monthly issuance",21
"291",257,310,11,66,"M","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,310,"OWNER",11,"monthly issuance",21
"292",258,311,64,86,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,311,"OWNER",64,"monthly issuance",19
"293",259,312,2,92,"M","Benesov","central Bohemia",88884,80,26,6,2,5,46.7,8507,16,1.85,132,25,2674,312,"OWNER",2,"monthly issuance",23
"294",260,313,24,74,"F","Karlovy Vary","west Bohemia",122603,25,21,6,2,8,80,8991,11,2.01,128,62,5273,313,"OWNER",24,"monthly issuance",21
"295",260,314,24,71,"M","Karlovy Vary","west Bohemia",122603,25,21,6,2,8,80,8991,11,2.01,128,62,5273,314,"DISPONENT",24,"monthly issuance",21
"296",261,315,54,49,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,315,"OWNER",54,"monthly issuance",20
"297",262,316,75,61,"M","Prerov","north Moravia",138032,67,30,4,2,5,64.6,8819,62,5.66,99,51,4505,316,"OWNER",75,"monthly issuance",20
"298",263,317,64,59,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,317,"OWNER",64,"weekly issuance",19
"299",264,318,15,73,"F","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,318,"OWNER",15,"monthly issuance",20
"300",265,319,19,87,"F","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,319,"OWNER",19,"monthly issuance",20
"301",265,320,19,82,"M","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,320,"DISPONENT",19,"monthly issuance",20
"302",266,321,47,73,"F","Pardubice","east Bohemia",162580,83,26,5,1,6,72.8,9538,13,1.81,111,68,5410,321,"OWNER",47,"monthly issuance",22
"303",267,322,38,83,"M","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,322,"OWNER",38,"monthly issuance",21
"304",267,323,38,78,"F","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,323,"DISPONENT",38,"monthly issuance",21
"305",268,324,3,56,"M","Beroun","central Bohemia",75232,55,26,4,1,5,41.7,8980,22,2.21,111,36,2813,324,"OWNER",3,"monthly issuance",20
"306",269,325,3,56,"M","Beroun","central Bohemia",75232,55,26,4,1,5,41.7,8980,22,2.21,111,36,2813,325,"OWNER",3,"monthly issuance",20
"307",270,326,27,49,"F","Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,5,1.29,110,3,1127,326,"OWNER",27,"monthly issuance",21
"308",270,327,27,48,"M","Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,5,1.29,110,3,1127,327,"DISPONENT",27,"monthly issuance",21
"309",271,328,1,98,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,328,"OWNER",1,"monthly issuance",20
"310",272,329,11,52,"M","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,329,"OWNER",11,"monthly issuance",20
"311",273,330,65,72,"F","Znojmo","south Moravia",114200,101,41,4,1,4,43.7,8403,63,5.72,105,24,2718,330,"OWNER",24,"issuance after transaction",23
"312",274,331,1,74,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,331,"OWNER",76,"monthly issuance",23
"313",275,332,29,38,"M","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,332,"OWNER",29,"monthly issuance",20
"314",276,333,38,45,"M","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,333,"OWNER",38,"monthly issuance",19
"315",277,334,32,47,"M","Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,35,3.22,118,55,4505,334,"OWNER",32,"issuance after transaction",22
"316",278,335,73,49,"F","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,335,"OWNER",73,"monthly issuance",20
"317",279,336,39,52,"F","Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,71,9.4,90,59,4743,336,"OWNER",39,"monthly issuance",23
"318",279,337,39,59,"M","Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,71,9.4,90,59,4743,337,"DISPONENT",39,"monthly issuance",23
"319",280,338,8,65,"F","Mlada Boleslav","central Bohemia",112065,95,19,7,1,8,69.4,11277,9,1.44,127,61,4987,338,"OWNER",25,"monthly issuance",23
"320",281,339,1,50,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,339,"OWNER",1,"monthly issuance",20
"321",281,340,1,46,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,340,"DISPONENT",1,"monthly issuance",20
"322",282,341,69,39,"M","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,341,"OWNER",69,"monthly issuance",19
"323",282,342,69,44,"F","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,342,"DISPONENT",69,"monthly issuance",19
"324",283,343,44,97,"M","Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,34,3.76,97,26,2325,343,"OWNER",44,"monthly issuance",20
"325",284,344,54,53,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,344,"OWNER",54,"monthly issuance",19
"326",285,345,17,63,"M","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,345,"OWNER",17,"monthly issuance",21
"327",285,346,17,56,"F","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,346,"DISPONENT",17,"monthly issuance",21
